Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59,Yes,Travel_Rarely,553,Human Resources,13,4,Medical,1,429,2,Male,42,2,4,Manager,1,Single,1090,27250,4,Y,Yes,18,3,2,80,3,7,3,3,6,1,6,3
47,No,Travel_Frequently,735,Human Resources,38,5,Medical,1,430,3,Male,44,1,1,Developer,3,Divorced,23013,299169,5,Y,No,26,2,3,80,3,15,1,4,14,5,14,6
29,No,Travel_Frequently,1423,Software,49,1,Technical Degree,1,431,3,Male,65,1,4,Sales Executive,1,Single,15097,120776,1,Y,No,5,2,3,80,2,14,4,4,10,8,7,1
26,No,Travel_Rarely,1255,Hardware,5,3,Human Resources,1,432,3,Male,88,2,1,Research Scientist,1,Divorced,32896,855296,6,Y,Yes,19,2,2,80,2,8,2,2,8,6,7,2
56,No,Non-Travel,480,Research & Development,1,4,Medical,1,433,3,Male,82,3,4,Laboratory Technician,2,Married,14840,400680,2,Y,No,17,4,2,80,1,10,2,1,1,1,1,1
35,Yes,Non-Travel,137,Research & Development,43,2,Technical Degree,1,434,2,Female,44,4,2,Human Resources,3,Divorced,48321,1401309,6,Y,Yes,41,3,2,80,2,5,4,1,3,1,1,1
28,No,Non-Travel,920,Sales,44,3,Human Resources,1,435,2,Female,57,2,4,Human Resources,4,Divorced,23672,686488,2,Y,No,13,3,3,80,1,28,6,3,6,5,3,4
54,No,Travel_Frequently,948,Hardware,31,2,Human Resources,1,436,4,Female,84,4,4,Research Director,3,Divorced,47783,716745,0,Y,No,14,1,4,80,4,29,2,1,25,3,10,25
18,No,Travel_Frequently,224,Sales,24,2,Marketing,1,437,1,Female,199,2,5,Sales Executive,2,Married,13750,110000,0,Y,No,18,3,3,80,2,23,2,1,22,16,17,9
21,No,Travel_Rarely,281,Sales,39,2,Technical Degree,1,438,3,Male,134,2,4,Human Resources,4,Married,37650,414150,0,Y,Yes,24,4,3,80,1,18,1,4,4,3,3,2
50,No,Travel_Frequently,1158,Human Resources,42,5,Marketing,1,439,3,Female,191,4,4,Sales Representative,1,Single,16563,99378,8,Y,No,23,4,4,80,4,15,3,1,1,1,1,1
52,No,Travel_Frequently,697,Support,36,1,Life Sciences,1,440,2,Female,116,1,4,Manager,3,Single,37194,1078626,8,Y,No,21,3,3,80,2,30,1,2,9,1,5,5
46,No,Travel_Rarely,1298,Sales,38,1,Other,1,441,3,Male,135,2,5,Manager,4,Married,3957,27699,7,Y,No,5,2,4,80,1,1,4,4,1,1,1,1
30,No,Non-Travel,1175,Sales,21,3,Marketing,1,442,1,Female,52,4,1,Human Resources,3,Divorced,31792,572256,3,Y,No,17,3,1,80,3,28,1,1,14,11,1,12
42,No,Travel_Rarely,1498,Sales,8,3,Technical Degree,1,443,3,Female,99,3,2,Human Resources,1,Divorced,38114,571710,8,Y,Yes,16,1,1,80,4,32,1,1,21,10,18,12
24,No,Non-Travel,1084,Research & Development,50,1,Life Sciences,1,444,2,Male,37,2,4,Manufacturing Director,3,Married,11476,195092,5,Y,No,16,1,2,80,3,27,4,4,19,1,8,17
19,No,Travel_Rarely,1207,Support,8,5,Life Sciences,1,445,1,Female,124,2,3,Research Scientist,4,Married,1411,21165,4,Y,No,8,3,4,80,4,9,6,1,5,4,2,3
23,No,Non-Travel,840,Software,48,3,Marketing,1,446,4,Male,135,3,3,Developer,3,Single,24520,367800,0,Y,No,2,3,3,80,1,2,4,1,1,1,1,1
43,Yes,Travel_Rarely,733,Software,23,2,Other,1,447,4,Female,65,3,5,Manager,1,Divorced,29595,503115,7,Y,Yes,20,2,4,80,2,33,4,3,28,18,16,6
18,No,Travel_Frequently,951,Hardware,47,2,Medical,1,448,1,Female,136,1,3,Manufacturing Director,2,Married,38254,229524,6,Y,No,14,3,1,80,4,25,2,4,18,7,13,4
28,Yes,Non-Travel,1477,Software,45,2,Technical Degree,1,449,3,Female,188,3,1,Research Scientist,1,Married,34223,68446,7,Y,Yes,41,3,3,80,4,9,1,2,5,3,2,2
25,Yes,Travel_Rarely,1499,Hardware,27,3,Life Sciences,1,450,3,Female,181,2,3,Sales Executive,1,Single,11800,271400,5,Y,Yes,40,2,1,80,3,40,2,3,16,3,12,6
43,Yes,Travel_Frequently,1105,Research & Development,25,5,Marketing,1,451,2,Male,85,3,4,Sales Representative,4,Married,12793,115137,2,Y,Yes,38,3,1,80,3,29,2,3,8,2,2,6
50,Yes,Non-Travel,272,Support,11,4,Marketing,1,452,3,Male,190,2,2,Research Director,4,Divorced,47896,1388984,1,Y,No,12,2,4,80,3,40,6,1,24,11,14,16
47,Yes,Non-Travel,632,Research & Development,44,3,Life Sciences,1,453,4,Female,174,3,2,Sales Executive,1,Married,7505,82555,5,Y,Yes,7,1,3,80,2,12,5,3,1,1,1,1
46,Yes,Travel_Frequently,713,Support,19,1,Technical Degree,1,454,4,Male,72,2,4,Manufacturing Director,3,Married,3519,21114,1,Y,Yes,20,2,1,80,2,5,2,4,1,1,1,1
60,No,Non-Travel,1445,Research & Development,8,5,Technical Degree,1,455,3,Female,181,3,2,Manager,4,Married,36104,1047016,6,Y,No,28,4,3,80,2,33,2,2,32,10,28,23
29,Yes,Travel_Frequently,563,Hardware,22,3,Life Sciences,1,456,1,Female,103,3,4,Laboratory Technician,4,Married,1483,7415,0,Y,No,46,1,2,80,2,13,6,4,9,7,6,5
36,Yes,Travel_Frequently,128,Software,39,1,Marketing,1,457,2,Female,160,2,2,Manufacturing Director,4,Single,30714,429996,5,Y,No,8,3,1,80,1,38,1,2,5,4,1,5
22,Yes,Travel_Frequently,1083,Human Resources,3,5,Medical,1,458,4,Male,89,2,4,Human Resources,2,Divorced,47696,572352,6,Y,No,18,4,3,80,1,40,5,1,10,7,8,7
22,Yes,Non-Travel,481,Research & Development,32,1,Life Sciences,1,459,3,Female,61,3,2,Manager,2,Married,33132,728904,3,Y,No,49,3,3,80,2,38,3,2,17,6,12,2
45,Yes,Travel_Rarely,1448,Support,5,4,Marketing,1,460,3,Female,75,2,4,Laboratory Technician,4,Married,21277,234047,0,Y,No,6,2,1,80,2,17,5,4,1,1,1,1
27,Yes,Travel_Rarely,821,Support,26,4,Technical Degree,1,461,3,Female,66,2,3,Developer,3,Divorced,7497,194922,1,Y,Yes,27,3,1,80,1,9,5,4,2,2,2,1
57,Yes,Travel_Frequently,675,Research & Development,1,4,Marketing,1,462,3,Male,74,4,5,Research Director,4,Single,17203,206436,8,Y,Yes,25,3,2,80,2,22,6,3,15,1,15,3
43,No,Travel_Frequently,495,Hardware,48,4,Other,1,463,3,Female,30,4,5,Manufacturing Director,3,Single,43779,569127,0,Y,Yes,21,3,2,80,3,21,3,2,13,9,4,9
56,Yes,Non-Travel,377,Research & Development,33,1,Marketing,1,464,4,Male,131,1,5,Sales Representative,1,Married,33691,943348,1,Y,Yes,18,2,3,80,2,27,2,4,14,9,14,4
34,Yes,Travel_Rarely,1202,Research & Development,38,5,Life Sciences,1,465,4,Male,145,3,2,Human Resources,1,Divorced,38033,266231,1,Y,No,17,1,4,80,3,9,6,1,1,1,1,1
35,Yes,Travel_Rarely,624,Human Resources,23,5,Other,1,466,3,Female,177,4,4,Manager,4,Married,8986,224650,5,Y,Yes,31,4,4,80,2,15,6,2,2,1,2,2
21,Yes,Travel_Rarely,121,Software,38,4,Human Resources,1,467,1,Female,53,3,5,Research Director,4,Married,47839,621907,1,Y,No,45,2,1,80,3,26,3,1,10,8,3,9
30,No,Travel_Rarely,1091,Research & Development,2,5,Life Sciences,1,468,1,Female,200,1,5,Manufacturing Director,1,Divorced,24758,495160,1,Y,Yes,40,3,1,80,3,29,2,2,23,9,5,10
23,No,Non-Travel,174,Hardware,41,4,Technical Degree,1,469,2,Female,162,1,1,Research Scientist,3,Married,33881,575977,6,Y,Yes,1,2,2,80,2,39,3,1,22,10,21,18
22,Yes,Non-Travel,468,Support,13,2,Marketing,1,470,2,Male,107,4,4,Manager,2,Divorced,5781,28905,7,Y,Yes,25,2,3,80,2,27,1,1,18,10,9,5
23,Yes,Travel_Frequently,100,Human Resources,6,1,Technical Degree,1,471,2,Female,67,1,5,Manager,4,Divorced,11093,321697,2,Y,No,36,1,3,80,3,23,5,4,23,17,2,10
39,Yes,Travel_Rarely,1435,Research & Development,13,2,Medical,1,472,3,Male,72,3,1,Laboratory Technician,4,Married,8097,153843,0,Y,No,12,4,2,80,1,12,4,3,11,7,1,8
24,Yes,Travel_Rarely,179,Research & Development,40,1,Technical Degree,1,473,3,Male,151,3,4,Sales Representative,4,Married,45317,679755,6,Y,Yes,39,4,1,80,4,16,1,4,8,1,4,4
21,No,Travel_Rarely,842,Hardware,18,1,Life Sciences,1,474,2,Male,131,3,4,Sales Executive,1,Single,50334,453006,7,Y,Yes,7,1,4,80,3,1,4,4,1,1,1,1
31,No,Travel_Rarely,983,Sales,50,2,Medical,1,475,1,Male,156,1,1,Developer,4,Divorced,43901,790218,1,Y,No,21,1,3,80,3,13,3,2,4,1,4,2
31,Yes,Travel_Rarely,1128,Research & Development,21,2,Technical Degree,1,476,1,Female,80,2,2,Research Director,1,Divorced,5385,86160,8,Y,No,27,2,3,80,1,11,4,3,1,1,1,1
36,Yes,Travel_Frequently,879,Research & Development,43,1,Medical,1,477,4,Male,186,4,3,Developer,1,Married,1183,2366,1,Y,No,5,3,3,80,3,27,1,2,20,4,5,15
55,Yes,Travel_Frequently,912,Human Resources,16,1,Life Sciences,1,478,2,Male,69,4,3,Sales Representative,4,Divorced,32119,256952,0,Y,No,12,4,3,80,4,33,2,2,31,11,20,11
52,No,Travel_Rarely,1184,Research & Development,28,2,Human Resources,1,479,3,Male,89,2,3,Human Resources,2,Divorced,22297,668910,4,Y,Yes,47,1,4,80,3,26,4,3,16,6,9,16
40,No,Non-Travel,1475,Human Resources,37,2,Marketing,1,480,4,Female,113,3,5,Manufacturing Director,2,Married,39324,1022424,4,Y,No,11,2,1,80,2,6,5,4,3,2,2,3
27,Yes,Travel_Frequently,177,Hardware,46,2,Life Sciences,1,481,3,Male,194,3,5,Research Scientist,2,Married,11231,101079,6,Y,Yes,26,1,3,80,2,31,2,3,11,8,1,7
32,Yes,Travel_Rarely,375,Human Resources,2,2,Human Resources,1,482,3,Female,37,4,4,Healthcare Representative,2,Married,36558,438696,1,Y,Yes,47,1,4,80,2,22,4,2,20,20,9,1
53,Yes,Non-Travel,982,Sales,49,1,Life Sciences,1,483,1,Male,102,3,1,Research Director,4,Divorced,21585,518040,5,Y,Yes,0,4,2,80,2,8,2,1,2,1,2,2
57,No,Travel_Rarely,1233,Sales,7,4,Marketing,1,484,2,Female,38,1,3,Healthcare Representative,1,Married,39110,1055970,1,Y,Yes,18,4,2,80,1,20,1,1,7,1,5,3
33,Yes,Travel_Frequently,1207,Sales,24,4,Technical Degree,1,485,3,Female,161,4,1,Research Director,2,Married,30962,526354,1,Y,Yes,35,1,3,80,4,7,4,1,5,1,3,3
55,No,Travel_Frequently,394,Sales,43,3,Technical Degree,1,486,1,Male,40,4,4,Human Resources,4,Divorced,6740,114580,3,Y,Yes,38,2,3,80,1,29,4,1,12,2,12,6
53,No,Travel_Rarely,1278,Support,21,3,Human Resources,1,487,3,Female,172,4,4,Sales Representative,4,Divorced,12427,347956,0,Y,No,41,1,4,80,1,38,6,2,37,15,4,16
49,No,Travel_Frequently,1230,Sales,39,2,Marketing,1,488,3,Male,173,3,2,Human Resources,3,Single,8403,75627,8,Y,Yes,30,3,4,80,1,1,4,3,1,1,1,1
56,No,Travel_Frequently,1448,Human Resources,37,1,Marketing,1,489,2,Male,31,2,4,Human Resources,1,Single,38975,1013350,6,Y,Yes,36,2,3,80,3,1,4,1,1,1,1,1
20,Yes,Travel_Frequently,688,Research & Development,43,5,Technical Degree,1,490,2,Male,120,4,1,Sales Representative,3,Divorced,17635,352700,5,Y,Yes,47,3,3,80,2,30,5,4,11,1,3,9
36,Yes,Travel_Frequently,1293,Sales,12,1,Human Resources,1,491,1,Male,33,2,1,Manufacturing Director,2,Divorced,19442,97210,2,Y,Yes,3,4,3,80,1,32,6,3,9,8,2,6
30,Yes,Travel_Rarely,927,Human Resources,6,1,Life Sciences,1,492,1,Female,85,3,4,Human Resources,1,Single,5792,86880,8,Y,Yes,31,2,1,80,1,18,1,3,11,4,8,9
51,Yes,Travel_Rarely,412,Sales,47,2,Human Resources,1,493,3,Female,159,2,3,Research Scientist,2,Married,26806,321672,4,Y,Yes,32,2,3,80,4,15,6,3,12,11,4,4
24,No,Non-Travel,1175,Research & Development,20,2,Other,1,494,3,Female,200,1,3,Research Scientist,2,Married,12822,205152,0,Y,No,40,1,2,80,2,5,5,3,4,2,3,3
60,No,Travel_Frequently,824,Support,27,5,Other,1,495,3,Male,75,2,5,Research Director,1,Single,42298,845960,0,Y,Yes,45,4,1,80,2,25,5,4,1,1,1,1
51,No,Non-Travel,934,Research & Development,46,4,Life Sciences,1,496,3,Male,167,1,5,Sales Executive,4,Married,37770,75540,5,Y,No,34,3,1,80,4,2,4,4,1,1,1,1
59,Yes,Non-Travel,673,Sales,48,5,Other,1,497,1,Male,108,2,1,Developer,4,Married,1278,15336,7,Y,Yes,11,1,4,80,4,29,2,2,17,9,5,16
32,Yes,Travel_Rarely,1163,Software,44,1,Technical Degree,1,498,4,Female,150,1,1,Healthcare Representative,4,Single,3697,103516,0,Y,No,29,4,2,80,3,3,2,4,3,2,1,2
26,Yes,Travel_Frequently,1450,Research & Development,40,5,Human Resources,1,499,1,Female,73,4,5,Research Director,3,Divorced,39304,117912,5,Y,Yes,28,3,2,80,1,15,6,4,5,1,4,3
32,Yes,Travel_Frequently,276,Human Resources,40,3,Human Resources,1,500,3,Female,184,4,4,Laboratory Technician,3,Divorced,14196,141960,1,Y,No,27,4,2,80,1,7,1,4,7,5,6,2
46,Yes,Travel_Frequently,837,Software,13,2,Life Sciences,1,501,1,Female,39,2,2,Sales Representative,1,Married,49336,542696,0,Y,No,6,4,2,80,4,34,3,4,5,1,2,2
50,Yes,Travel_Rarely,287,Software,44,2,Life Sciences,1,502,2,Male,57,1,1,Sales Representative,4,Divorced,31200,780000,3,Y,Yes,17,3,2,80,3,7,3,2,7,7,6,4
19,Yes,Non-Travel,1076,Research & Development,48,4,Marketing,1,503,1,Male,177,2,5,Laboratory Technician,3,Divorced,23506,634662,2,Y,No,48,3,4,80,4,18,2,3,12,4,10,12
41,No,Non-Travel,1014,Research & Development,43,3,Marketing,1,504,3,Male,84,2,4,Human Resources,3,Single,16268,162680,3,Y,Yes,22,2,4,80,3,6,2,2,2,2,1,1
18,No,Non-Travel,1476,Hardware,43,2,Human Resources,1,505,1,Male,104,1,4,Healthcare Representative,4,Married,15400,154000,1,Y,Yes,0,1,3,80,1,33,5,1,29,20,27,1
19,Yes,Travel_Frequently,1207,Support,15,5,Technical Degree,1,506,3,Male,37,4,5,Manufacturing Director,4,Married,40030,1200900,4,Y,No,12,4,3,80,4,12,4,4,11,1,7,6
58,No,Non-Travel,1447,Sales,31,5,Technical Degree,1,507,1,Male,69,1,1,Healthcare Representative,3,Single,21281,446901,6,Y,No,26,3,1,80,3,18,2,2,5,4,2,1
57,No,Non-Travel,598,Software,31,1,Other,1,508,3,Female,163,4,2,Research Director,1,Single,26991,53982,7,Y,Yes,31,2,2,80,3,15,2,2,3,2,2,2
46,No,Travel_Rarely,203,Hardware,40,5,Marketing,1,509,2,Female,47,1,3,Developer,2,Married,41202,576828,4,Y,No,11,1,4,80,2,12,6,3,6,6,1,2
23,No,Travel_Rarely,1437,Human Resources,4,4,Marketing,1,510,4,Female,76,4,5,Human Resources,2,Divorced,15366,353418,1,Y,No,0,3,4,80,2,39,6,3,21,3,10,4
27,No,Non-Travel,593,Research & Development,23,1,Medical,1,511,2,Male,31,4,2,Developer,1,Divorced,43430,1302900,6,Y,No,27,1,4,80,4,4,6,2,4,4,4,1
52,Yes,Non-Travel,1397,Software,8,3,Human Resources,1,512,2,Male,79,2,2,Manager,2,Divorced,24146,579504,6,Y,No,42,2,3,80,2,26,2,2,7,7,1,3
20,No,Non-Travel,1107,Support,37,5,Other,1,513,1,Female,44,2,1,Manufacturing Director,4,Single,18134,525886,3,Y,No,31,2,3,80,4,6,1,4,5,1,5,2
24,No,Travel_Frequently,946,Software,46,3,Human Resources,1,514,1,Female,92,1,4,Sales Executive,1,Married,32081,64162,0,Y,Yes,35,2,1,80,3,31,6,1,26,7,12,13
50,Yes,Travel_Frequently,1038,Support,5,3,Life Sciences,1,515,4,Female,192,3,1,Developer,1,Divorced,18769,150152,3,Y,No,21,4,3,80,3,15,4,1,13,12,3,3
40,Yes,Travel_Rarely,952,Research & Development,29,3,Human Resources,1,516,1,Male,137,3,4,Laboratory Technician,2,Single,35756,822388,5,Y,No,13,1,2,80,3,33,6,4,3,3,3,2
41,Yes,Travel_Rarely,721,Human Resources,39,2,Other,1,517,3,Female,49,1,1,Developer,2,Divorced,2088,10440,7,Y,Yes,24,4,1,80,1,4,4,3,4,1,3,3
48,No,Travel_Frequently,296,Support,13,2,Marketing,1,518,1,Male,46,3,1,Developer,2,Married,16466,378718,3,Y,No,33,1,2,80,1,4,6,3,2,2,1,1
55,No,Non-Travel,146,Support,48,4,Other,1,519,1,Male,149,3,5,Human Resources,3,Divorced,40228,120684,1,Y,No,24,2,4,80,2,35,3,1,12,3,12,11
46,No,Travel_Rarely,803,Research & Development,30,1,Life Sciences,1,520,4,Female,40,3,4,Laboratory Technician,4,Married,8059,32236,0,Y,Yes,25,2,1,80,2,25,6,1,10,7,4,4
19,No,Travel_Rarely,958,Sales,29,3,Human Resources,1,521,3,Female,38,1,4,Healthcare Representative,3,Divorced,40802,1101654,1,Y,Yes,43,4,3,80,1,38,6,4,38,32,3,32
34,No,Travel_Frequently,532,Software,35,1,Human Resources,1,522,4,Male,81,3,2,Sales Executive,1,Married,20448,102240,8,Y,Yes,38,4,1,80,2,6,6,1,5,3,2,2
41,No,Travel_Frequently,435,Hardware,31,1,Other,1,523,3,Male,169,4,1,Sales Executive,1,Single,23441,539143,8,Y,Yes,39,3,2,80,4,26,4,4,22,19,16,15
50,No,Travel_Frequently,246,Human Resources,31,2,Medical,1,524,2,Male,88,1,5,Research Scientist,2,Married,35974,179870,5,Y,Yes,5,3,3,80,4,33,5,4,4,2,1,2
49,No,Travel_Frequently,1384,Hardware,36,1,Human Resources,1,525,2,Male,125,4,1,Research Scientist,2,Divorced,13706,41118,5,Y,Yes,11,4,4,80,1,29,4,3,2,1,2,2
34,No,Travel_Rarely,618,Hardware,23,1,Technical Degree,1,526,2,Female,32,4,5,Research Director,3,Divorced,8306,224262,5,Y,No,45,3,4,80,1,4,4,3,2,1,1,1
52,No,Non-Travel,616,Software,7,1,Medical,1,527,1,Female,45,2,2,Sales Representative,1,Single,27841,751707,1,Y,Yes,17,2,4,80,1,40,3,2,11,2,5,1
19,Yes,Travel_Frequently,254,Support,36,5,Life Sciences,1,528,1,Male,191,3,3,Research Scientist,3,Married,6070,109260,1,Y,No,2,4,3,80,3,20,1,1,19,8,11,14
27,No,Travel_Rarely,249,Support,18,3,Technical Degree,1,529,3,Male,31,1,3,Sales Executive,2,Divorced,34260,650940,4,Y,Yes,4,3,4,80,4,14,4,1,8,4,6,4
46,No,Travel_Rarely,835,Research & Development,12,5,Other,1,530,4,Male,169,3,3,Manager,1,Single,5890,141360,3,Y,No,33,3,2,80,2,28,2,1,11,9,3,8
35,Yes,Travel_Rarely,1010,Hardware,49,4,Technical Degree,1,531,1,Female,46,1,5,Research Director,4,Single,40253,563542,2,Y,Yes,30,4,2,80,3,27,5,3,22,13,10,11
48,Yes,Travel_Frequently,737,Support,13,3,Marketing,1,532,2,Male,119,4,2,Developer,1,Single,2034,20340,2,Y,No,33,1,4,80,2,31,5,3,26,18,23,14
51,No,Non-Travel,1468,Human Resources,49,1,Marketing,1,533,2,Female,145,1,5,Human Resources,4,Married,14803,192439,8,Y,Yes,11,4,1,80,2,13,6,3,3,3,3,2
18,Yes,Travel_Rarely,919,Research & Development,10,3,Technical Degree,1,534,2,Male,108,4,1,Research Director,3,Single,12344,135784,4,Y,No,22,2,2,80,2,36,2,3,4,2,1,4
52,Yes,Travel_Frequently,891,Software,43,2,Other,1,535,4,Male,196,3,3,Manufacturing Director,2,Married,20990,629700,1,Y,Yes,0,4,3,80,4,12,1,1,4,3,1,4
24,Yes,Travel_Rarely,965,Hardware,18,2,Other,1,536,4,Male,147,3,4,Laboratory Technician,1,Divorced,22644,271728,8,Y,No,36,4,4,80,2,23,5,1,8,2,6,8
53,No,Non-Travel,940,Support,32,3,Life Sciences,1,537,2,Female,53,1,5,Research Director,1,Divorced,43894,1185138,6,Y,Yes,42,3,2,80,1,35,6,2,34,3,28,4
44,No,Non-Travel,1350,Support,15,4,Marketing,1,538,3,Female,150,3,2,Human Resources,1,Divorced,24319,194552,6,Y,No,28,2,1,80,3,38,4,3,11,2,3,11
28,Yes,Non-Travel,394,Software,49,3,Other,1,539,3,Female,111,2,2,Manufacturing Director,2,Single,12444,74664,2,Y,No,48,2,2,80,3,1,6,1,1,1,1,1
45,No,Non-Travel,326,Sales,50,5,Technical Degree,1,540,3,Female,193,2,5,Research Director,2,Single,12233,12233,5,Y,No,40,1,2,80,3,28,4,3,12,4,7,10
54,Yes,Non-Travel,1236,Hardware,12,3,Marketing,1,541,3,Female,195,3,1,Sales Representative,3,Married,26155,313860,4,Y,Yes,8,3,2,80,3,7,2,2,2,1,1,2
53,No,Travel_Rarely,793,Research & Development,43,3,Marketing,1,542,1,Male,106,3,1,Developer,1,Married,22697,45394,0,Y,No,39,3,4,80,2,20,5,4,5,3,3,5
28,Yes,Travel_Rarely,1370,Hardware,32,1,Human Resources,1,543,2,Female,77,3,5,Laboratory Technician,2,Divorced,10179,152685,6,Y,Yes,2,3,3,80,3,20,4,2,8,2,3,4
22,Yes,Travel_Rarely,848,Human Resources,4,4,Human Resources,1,544,4,Male,30,4,3,Developer,3,Divorced,3658,29264,5,Y,No,43,2,1,80,1,15,4,2,2,1,1,1
35,Yes,Travel_Rarely,1421,Support,6,2,Technical Degree,1,545,3,Male,140,2,5,Sales Representative,4,Married,34619,311571,3,Y,No,13,3,1,80,1,37,1,2,24,19,3,16
21,Yes,Travel_Rarely,891,Software,14,2,Medical,1,546,3,Female,43,3,4,Sales Executive,1,Divorced,21805,218050,3,Y,Yes,4,4,4,80,2,6,1,2,5,1,4,1
27,Yes,Non-Travel,179,Support,42,3,Life Sciences,1,547,3,Male,117,4,4,Sales Executive,2,Single,46531,186124,1,Y,Yes,19,3,2,80,1,2,3,2,2,2,2,2
32,Yes,Travel_Rarely,261,Human Resources,44,1,Other,1,548,1,Male,54,2,3,Healthcare Representative,2,Divorced,23772,285264,0,Y,No,9,3,1,80,2,26,4,4,4,4,3,1
32,Yes,Non-Travel,1234,Software,50,2,Medical,1,549,4,Male,152,1,5,Human Resources,3,Divorced,25569,664794,2,Y,No,3,2,3,80,1,7,3,4,3,3,3,1
23,Yes,Travel_Rarely,202,Sales,9,4,Marketing,1,550,1,Female,43,4,4,Manufacturing Director,3,Divorced,31137,871836,7,Y,No,29,4,4,80,3,8,3,1,5,3,3,1
38,Yes,Travel_Rarely,459,Support,15,4,Other,1,551,3,Female,127,3,4,Sales Representative,1,Married,36692,403612,1,Y,No,18,2,3,80,4,39,4,1,14,12,2,8
30,Yes,Travel_Frequently,815,Software,37,1,Technical Degree,1,552,2,Female,40,3,3,Manufacturing Director,2,Married,11390,341700,2,Y,Yes,18,4,2,80,3,15,5,2,1,1,1,1
36,Yes,Non-Travel,1417,Sales,50,3,Life Sciences,1,553,3,Male,71,3,4,Human Resources,4,Married,15884,381216,2,Y,Yes,34,3,2,80,2,12,2,4,8,7,1,1
42,No,Non-Travel,1095,Support,33,2,Marketing,1,554,3,Male,182,1,3,Research Scientist,4,Divorced,29572,532296,7,Y,Yes,41,4,2,80,1,27,6,1,24,6,12,18
29,No,Non-Travel,1015,Research & Development,36,2,Technical Degree,1,555,4,Male,57,3,3,Sales Representative,3,Divorced,37314,37314,7,Y,Yes,24,2,2,80,1,15,6,1,14,2,6,2
47,Yes,Non-Travel,240,Sales,47,2,Technical Degree,1,556,4,Female,165,2,2,Manager,2,Single,47760,238800,3,Y,Yes,39,4,2,80,1,11,2,3,11,5,2,2
25,No,Non-Travel,191,Support,5,3,Marketing,1,557,4,Female,106,2,2,Healthcare Representative,2,Married,22884,503448,1,Y,Yes,44,1,3,80,3,16,5,4,10,7,5,2
42,Yes,Travel_Rarely,183,Sales,41,2,Medical,1,558,4,Female,35,4,5,Sales Executive,4,Married,2093,39767,2,Y,No,11,3,1,80,4,16,5,1,11,5,9,3
33,No,Travel_Rarely,878,Software,14,1,Marketing,1,559,2,Female,128,3,2,Manager,1,Married,17595,70380,4,Y,Yes,31,3,4,80,3,1,3,1,1,1,1,1
57,Yes,Travel_Frequently,1271,Research & Development,47,2,Life Sciences,1,560,3,Male,196,3,5,Research Director,1,Single,49528,1287728,7,Y,Yes,8,2,1,80,1,12,5,4,8,7,3,2
51,No,Non-Travel,1289,Support,32,4,Technical Degree,1,561,2,Male,143,4,2,Sales Executive,3,Divorced,16670,66680,5,Y,Yes,1,4,2,80,2,28,6,4,4,2,3,1
53,Yes,Travel_Frequently,122,Software,31,4,Medical,1,562,1,Male,103,1,5,Sales Executive,3,Divorced,39004,78008,6,Y,Yes,41,2,3,80,3,27,2,2,8,6,4,3
42,Yes,Non-Travel,509,Human Resources,14,4,Human Resources,1,563,4,Female,75,3,2,Research Director,1,Married,42875,1243375,7,Y,No,17,2,2,80,3,18,4,4,12,10,10,10
23,No,Travel_Rarely,504,Research & Development,37,3,Human Resources,1,564,3,Female,82,3,5,Research Director,4,Married,24211,387376,0,Y,No,21,3,2,80,2,11,6,4,9,3,1,3
39,Yes,Travel_Rarely,1325,Software,11,3,Other,1,565,2,Female,110,2,5,Research Director,2,Divorced,34970,489580,0,Y,No,47,1,4,80,2,21,4,2,7,3,6,3
53,Yes,Travel_Frequently,744,Software,43,5,Marketing,1,566,4,Male,39,4,3,Laboratory Technician,1,Divorced,47650,1334200,7,Y,No,14,1,2,80,3,35,5,1,13,2,7,7
52,No,Travel_Frequently,552,Support,12,5,Human Resources,1,567,2,Male,138,2,4,Research Scientist,2,Divorced,20733,124398,0,Y,No,35,2,4,80,4,19,2,4,4,4,1,4
42,Yes,Non-Travel,1420,Research & Development,29,1,Life Sciences,1,568,1,Female,83,1,3,Manufacturing Director,4,Married,38164,152656,5,Y,No,42,1,3,80,4,29,1,2,29,23,2,26
26,Yes,Travel_Frequently,1331,Hardware,44,4,Technical Degree,1,569,1,Female,56,1,3,Research Scientist,4,Single,10485,125820,4,Y,Yes,20,1,4,80,3,7,3,2,6,1,3,5
30,No,Non-Travel,353,Hardware,25,2,Marketing,1,570,4,Male,163,2,5,Manager,4,Married,26637,559377,6,Y,Yes,4,3,4,80,2,19,2,4,8,8,6,7
22,No,Travel_Frequently,933,Sales,4,2,Human Resources,1,571,1,Female,41,3,1,Sales Representative,2,Single,9575,172350,4,Y,Yes,2,1,1,80,2,35,1,3,13,5,3,7
27,No,Travel_Rarely,1143,Research & Development,43,2,Life Sciences,1,572,4,Female,80,4,4,Developer,1,Married,47047,423423,7,Y,No,14,2,3,80,1,39,2,4,8,2,7,5
